image_fname,steering_angle,throttle,brake,time,vel,vel_x,vel_y,vel_z,pos_x,pos_y,pos_z 
2023-10-31-14-56-35-998996.jpg,0,1,0,1698778596,0.397720287229,0.397688250775,-0.00504797667373,0,0.14887229008,0.000313149292775,0
2023-10-31-14-56-36-060338.jpg,0,1,0,1698778596.06,0.419801121401,0.419789901696,-0.00306919592702,0,0.181630541907,0.000361403297852,0
2023-10-31-14-56-36-111275.jpg,0,1,0,1698778596.11,0.426477720263,0.426472613256,-0.00208710875396,0,0.198577093494,0.000382971077606,0
2023-10-31-14-56-36-172643.jpg,0,1,0,1698778596.17,0.459996559594,0.45978621187,0.0139095008099,0,0.216112093971,0.000403733547424,0
2023-10-31-14-56-36-232085.jpg,0,1,0,1698778596.23,0.4446349542,0.444373840771,0.0152358831351,0,0.252348368567,0.000460240164909,0
2023-10-31-14-56-36-297923.jpg,0,1,0,1698778596.3,0.464141416819,0.462936298068,0.0334251213573,0,0.261409194006,0.000479375280357,0
2023-10-31-14-56-36-363630.jpg,0,1,0,1698778596.36,0.480709584667,0.480703717664,-0.00237499780182,0,0.280421504565,0.00053344227529,0
2023-10-31-14-56-36-429572.jpg,0,1,0,1698778596.43,0.448483238899,0.446965088294,0.0368703867564,0,0.317670123997,0.000639317371057,0
2023-10-31-14-56-36-492958.jpg,0,1,0,1698778596.49,0.446530781211,0.444609610466,0.0413767186961,0,0.335606112392,0.000714581077898,0
2023-10-31-14-56-36-561364.jpg,0,1,0,1698778596.56,0.423924252532,0.42298898473,0.0281441056323,0,0.370221832607,0.000937491180225,0
2023-10-31-14-56-36-624915.jpg,0,1,0,1698778596.62,0.419466582099,0.418750377538,0.024501730745,0,0.378634174883,0.00100506924083,0
2023-10-31-14-56-36-692310.jpg,0,1,0,1698778596.69,0.405014077553,0.404833540537,0.0120916281998,0,0.411530980046,0.0013037852964,0
2023-10-31-14-56-36-751134.jpg,0,1,0,1698778596.75,0.39965623873,0.399588967399,0.0073325499269,0,0.42760972441,0.00146329648809,0
2023-10-31-14-56-36-820130.jpg,0,1,0,1698778596.82,0.392239939656,0.392239668593,0.000461132912448,0,0.459247330155,0.00178859519899,0
2023-10-31-14-56-36-876036.jpg,0,1,0,1698778596.88,0.389967129865,0.389962849281,-0.00182717155507,0,0.474885442635,0.0019507636397,0
2023-10-31-14-56-36-939649.jpg,0,1,0,1698778596.94,0.389138370754,0.389128823408,-0.00272587347047,0,0.482674794398,0.00203118635331,0
2023-10-31-14-56-37-002599.jpg,0,1,0,1698778597,0.387520415703,0.387488718799,-0.00495634848961,0,0.513720101068,0.00234639477224,0
2023-10-31-14-56-37-061665.jpg,0,1,0,1698778597.06,0.387531621883,0.387493687795,-0.00542216543068,0,0.529217798144,0.00249941799371,0
2023-10-31-14-56-37-120517.jpg,0,1,0,1698778597.12,0.387977990884,0.387938702384,-0.0055212863571,0,0.544724683329,0.0026491866313,0
2023-10-31-14-56-37-178117.jpg,0,1,0,1698778597.18,0.389142488796,0.389107182188,-0.00524188479174,0,0.568031990332,0.00286788281677,0
