image_name, label_steering_angle, pred_steering_angle, abs_error, squared_error
2023-10-31-14-56-36-060338.jpg,0.0,0.013689309358596802,0.013689309358596802,0.00018739719071536598
2023-10-31-14-56-36-111275.jpg,0.0,0.005323337763547898,0.005323337763547898,2.8337924944815133e-05
2023-10-31-14-56-36-172643.jpg,0.0,0.011088848859071732,0.011088848859071732,0.00012296256901933646
2023-10-31-14-56-36-232085.jpg,0.0,0.016483566164970397,0.016483566164970397,0.00027170795351495687
2023-10-31-14-56-36-297923.jpg,0.0,0.05257304906845093,0.05257304906845093,0.002763925488353749
2023-10-31-14-56-36-363630.jpg,0.0,0.06004070043563843,0.06004070043563843,0.003604885708802073
2023-10-31-14-56-36-429572.jpg,0.0,0.06013578772544861,0.06013578772544861,0.0036163129653602154
2023-10-31-14-56-36-492958.jpg,0.0,0.040140283107757566,0.040140283107757566,0.0016112423279709275
2023-10-31-14-56-36-561364.jpg,0.0,0.05076704621315002,0.05076704621315002,0.00257729298120811
2023-10-31-14-56-36-624915.jpg,0.0,0.07584118247032165,0.07584118247032165,0.005751884958496624
2023-10-31-14-56-36-692310.jpg,0.0,0.008670857548713684,0.008670857548713684,7.518377063008508e-05
2023-10-31-14-56-36-751134.jpg,0.0,-0.002754804491996765,0.002754804491996765,7.588947789125554e-06
2023-10-31-14-56-36-820130.jpg,0.0,-0.035353222489356996,0.035353222489356996,0.0012498503403819772
2023-10-31-14-56-36-876036.jpg,0.0,0.007944407314062119,0.007944407314062119,6.311360757172369e-05
2023-10-31-14-56-36-939649.jpg,0.0,-0.019023674726486205,0.019023674726486205,0.00036190020009915
2023-10-31-14-56-37-002599.jpg,0.0,-0.005748695880174637,0.005748695880174637,3.304750432273684e-05
2023-10-31-14-56-37-061665.jpg,0.0,0.036173495650291446,0.036173495650291446,0.0013085217875616541
2023-10-31-14-56-37-120517.jpg,0.0,0.056238651275634766,0.056238651275634766,0.003162785897302456
2023-10-31-14-56-37-178117.jpg,0.0,0.02308996021747589,0.02308996021747589,0.0005331462628446193
2023-10-31-14-56-37-233836.jpg,0.0,0.014406323432922363,0.014406323432922363,0.00020754215485396799
2023-10-31-14-56-37-292156.jpg,0.0,0.035337045788764954,0.035337045788764954,0.001248706805077271
2023-10-31-14-56-37-351619.jpg,0.0,0.07218514680862427,0.07218514680862427,0.005210695419782639
2023-10-31-14-56-37-408157.jpg,0.0,0.045182603597640994,0.045182603597640994,0.0020414676678615607
2023-10-31-14-56-37-476391.jpg,0.0,0.030673956871032713,0.030673956871032713,0.000940891630125975
2023-10-31-14-56-37-539958.jpg,0.0,0.05617353320121765,0.05617353320121765,0.003155465832308302
2023-10-31-14-56-37-600103.jpg,0.0,0.05549376010894776,0.05549376010894776,0.0030795574110294415
2023-10-31-14-56-37-663347.jpg,0.0,0.054313695430755614,0.054313695430755614,0.0029499775113448834
2023-10-31-14-56-37-734605.jpg,0.0,0.04807525873184204,0.04807525873184204,0.0023112305021335544
2023-10-31-14-56-37-802237.jpg,0.0,0.018209820985794066,0.018209820985794066,0.00033159758033466595
2023-10-31-14-56-37-861763.jpg,0.0,-0.0053316779434680935,0.0053316779434680935,2.842678969286416e-05
2023-10-31-14-56-37-917315.jpg,0.0,-0.035648444294929506,0.035648444294929506,0.001270811580648692
2023-10-31-14-56-37-982535.jpg,0.0,-0.023172351717948913,0.023172351717948913,0.00053695788414033
2023-10-31-14-56-38-034428.jpg,0.0,0.015109963715076447,0.015109963715076447,0.0002283110034709268
2023-10-31-14-56-38-092134.jpg,0.0,0.05473667979240417,0.05473667979240417,0.0029961041146961873
2023-10-31-14-56-38-158434.jpg,0.0,0.06994203925132751,0.06994203925132751,0.004891888854634238
2023-10-31-14-56-38-215381.jpg,0.0,0.05555843710899353,0.05555843710899353,0.0030867399339939896
2023-10-31-14-56-38-274075.jpg,0.0,0.06879926919937134,0.06879926919937134,0.004733339442367565
2023-10-31-14-56-38-333692.jpg,0.0,0.057653403282165526,0.057653403282165526,0.0033239149100160147
2023-10-31-14-56-38-393675.jpg,0.0,0.056668412685394284,0.056668412685394284,0.0032113089962821557
2023-10-31-14-56-38-449371.jpg,0.0,0.08081012964248657,0.08081012964248657,0.006530277052835487
2023-10-31-14-56-38-513708.jpg,0.0,0.07704421281814575,0.07704421281814575,0.005935810728767733
2023-10-31-14-56-38-579598.jpg,0.0,0.04868021309375763,0.04868021309375763,0.0023697631468536516
2023-10-31-14-56-38-638705.jpg,0.0,0.008749227970838547,0.008749227970838547,7.65489900857036e-05
2023-10-31-14-56-38-707081.jpg,0.0,-0.006277039647102356,0.006277039647102356,3.940122673129487e-05
2023-10-31-14-56-38-769519.jpg,0.0,0.003225089982151985,0.003225089982151985,1.0401205392977092e-05
2023-10-31-14-56-38-831623.jpg,0.0,-0.020474338531494142,0.020474338531494142,0.0004191985383022257
2023-10-31-14-56-38-906833.jpg,0.0,-0.03698014914989471,0.03698014914989471,0.0013675314311484585
2023-10-31-14-56-38-963955.jpg,0.0,-0.008359557390213013,0.008359557390213013,6.9882199760265e-05
2023-10-31-14-56-39-025499.jpg,0.0,-0.006662119925022125,0.006662119925022125,4.43838418953768e-05
2023-10-31-14-56-39-086044.jpg,0.0,-0.008582523465156556,0.008582523465156556,7.365970902996288e-05
2023-10-31-14-56-39-150607.jpg,0.0,0.023580950498580933,0.023580950498580933,0.0005560612264165244
2023-10-31-14-56-39-207760.jpg,0.0,0.060432225465774536,0.060432225465774536,0.0036520538747462084
2023-10-31-14-56-39-265079.jpg,0.0,0.05368443727493286,0.05368443727493286,0.002882018805526201
2023-10-31-14-56-39-317543.jpg,0.0,0.02602255642414093,0.02602255642414093,0.0006771734428475983
2023-10-31-14-56-39-372448.jpg,0.0,0.0041902966797351835,0.0041902966797351835,1.7558586264199703e-05
